Global Property ID;Source Property ID;Global Property Name;Global Chain Code;Property Address 1;Property Address 2;Primary Airport Code;Property City Name;Property State/Province;Property Zip/Postal;Property Country Code;Property Phone Number;Property Fax Number;Sabre Property Rating;Property Latitude;Property Longitude;Source Group Code
102263957;393054;Dhawa Quzhou;BY;No. 399 Jiuhua Mid Ave.;;JUZ;QUZHOU;;324000;CN;;0;4.0;28.956821;118.853815;SABRE_GDS
100159872;284268;Banyan Tree Huang Shan;BY;No1 Banyan Tree Road;;TXN;HUANGSHAN;;245531;CN;86-4009219789;86-5592265000;5.0;30.013901;117.980302;SABRE_GDS
100419508;7158;Banyan Tree Ringha;BY;;;KMG;DIQING;;677400;CN;86-887-8288822;86-887-8288911;5.0;2.775647;9.976736;SABRE_GDS
101091042;601582;Conrad Shenzhen;CN;No 5001 Tinghai Avenue Nanshan;;SZX;Shenzhen;;518066;CN;86-755-88987999;86-755-88987936;5.0;22.536;1.138887;SABRE_GDS
100721417;325927;Conrad Tianjin;CN;46 Tianta Road Nankai District;;TSN;Tianjin;;300191;CN;;;5.0;3.909279;11.716949;SABRE_GDS
102669727;607129;Crowne Plaza Xi An Weiyang;CP;No 6 West Section Of North 2nd;;XIY;Xi An;;710000;CN;86-29-88138888;86-29-88196666;4.0;3.430762;10.894976;SABRE_GDS
100085146;224644;Crowne Plaza Tianjin Mei Jiang Nan;CP;No.2 Tuanjie Tower 12;;TSN;Tianjin;;300221;CN;86 022 58576666;86 022 58576688;;39.041675;11.721998;SABRE_GDS
100432212;84832;Crowne Plaza Hong Kong Causeway Bay;CP;8 Leighton Road-causeway Bay;;HKG;Hong Kong;;00000;CN;852-3980-3980;852-3980-3900;;22.277032;114.182496;SABRE_GDS
102417245;397870;Crowne Plaza Shennongjia;CP;No 2 Ji Chang Road.;;XFN;Shennongjia;;442400;CN;86-719-3399999;86-719-3377777;;3.167303;1.104291;SABRE_GDS
100424986;77806;Crowne Plaza Tianjin Binhai;CP;No. 55 Zhongxin Avenue Airport.;;TSN;Tianjin;;300308;CN;86-22-58678888;86-22-58678899;;390.032;11.771071;SABRE_GDS
102112309;349051;Crowne Plaza Wuzhen;CP;No 1 Qingzhen Road Wuzhen Town;;HGH;Tongxiang;;314501;CN;86 573 88368888;86 573 88368889;5.0;3.073182;12.049474;SABRE_GDS
100080396;219624;Crowne Plaza Zhangzhou;CP;88 Shuixian Avenue.;;XMN;Zhangzhou;;363005;CN;86 596 2098888;86 596 3920808;;2.450154;1.176889;SABRE_GDS
102415761;397840;Courtyard By Marriott Changchun;CY;No 7847 Xihu Avenue Auto.;;CGQ;Changchun;;130000;CN;86-431-829-55555;86-431-826-90777;;4.381602;12.532357;SABRE_GDS
101136936;610775;Courtyard Yangzhou;CY;No 559 Middle Wenchang Road;;YTY;Yangzhou;;225002;CN;86-514-87322888;86-514-87321888;3.0;3.239344;119.424778;SABRE_GDS
101057464;286109;Days Hotel By Wyndham Zunyi Renhuai;DI;B08-1 Block National Wine New;;WMT;Zunyi;;564599;CN;86-08-5122877777;;3.0;2.779606;10.641286;SABRE_GDS
101069119;328085;Days Hotel By Wyndham Yinxiang Wuyishan;DI;No 13 Yunv Feng Road;;WUS;Wuyishan City;;354300;CN;;;3.0;2.764769;11.797809;SABRE_GDS
102851625;611268;Days Hotel By Wyndham Changsha Yuhua East;DI;Leve 1 4 17 To Level 19;;CSX;Changsha;;410000;CN;86-0731-85289999;;4.0;28.112359;112.988966;SABRE_GDS
102587077;605952;Days Inn By Wyndham Xuzhou Gulou;DI;49 Meigang Road;;XUZ;Xuzhou;;221000;CN;86-153-35107794;;;3.428555;1.171996;SABRE_GDS
102495519;604664;Days Hotel By Wyndham Jinghong Downtown;DI;1 Xikemeng Road;;JHG;Jinghong City;;666199;CN;86-0691-306999;;;220.082;10.080129;SABRE_GDS
102775517;610669;Days Hotel By Wyndham Changsha Xingsha;DI;242 Xinglong Road Xingsha St;;CSX;Changsha;;410100;CN;86-073-185389777;;;2.823669;11.307981;SABRE_GDS
100197258;313900;Days Inn Fuzhou Woer;DI;33 Taijiang Road;;FOC;Fuzhou;;350004;CN;86-591-63196888;86-591-62718636;;27.995795;116.353245;SABRE_GDS
102854203;611572;Days Hotel By Wyndham Changsha Huanghua Intl Airport;DI;Level 1-10 Building A1;;CSX;Changsha;;410137;CN;86-0731-81887999;;4.0;28.234921;113.189132;SABRE_GDS
100589098;328885;Days Inn By Wyndham Yinian Hengyang;DI;Level 1 4 M International No;;HNY;Hengyang;;421099;CN;;;3.0;2.690445;11.253336;SABRE_GDS
102925255;613487;Days Inn By Wyndham Chenzhou Yongxing;DI;101 Meijing Lindi;;HCZ;Chenzhou;;423399;CN;1-86-0735-5600888;;;2.611664;11.310566;SABRE_GDS
100184538;306415;Days Hotel Guilin;DI;55 Putuo Road;;KWL;Guilin;;541004;CN;86-773-6959999;86-773-7596789;3.0;2.527321;11.032475;SABRE_GDS
102643881;606534;Days Inn By Wyndham Beijing Haidian;DI;;Center No 99 Beisanhuan West;PEK;Beijing;;100086;CN;86-010-56985555;;;3.997157;11.632997;SABRE_GDS
102951393;614348;Days Hotel Zhuzhou Shifeng;DI;Building 1 Yiduqingtianli;518 Hongqi North Road;CSX;Zhuzhou;;412000;CN;86-0731-22333322;;;2.787838;11.314012;SABRE_GDS
102967979;615660;Days Inn By Wyndham Yueyang Train Station;DI;214 Zhanqian West Road;;YYA;Yueyang;;414020;CN;86-0730-3175888;;;2.937585;11.311531;SABRE_GDS
100611542;325965;Days Hotel Guangzhou Hantian;DI;148 Middle Kuyun Road;;CAN;Guangzhou;;510665;CN;86-20-62206666;86-20-88838388;;231.238;11.338809;SABRE_GDS
102775709;610752;Days Hotel Renhuai Canglong;DI;No.475 Xihuan North Road;;WMT;Renhuai;;564500;CN;86-0852-22317777;;;277.559;10.635191;SABRE_GDS
102295767;395163;Days Hotel Changsha Yuelu;DI;38 Pingchuan Road;;CSX;Changsha;;410006;CN;86 0731-88007999;;3.0;28.202751;112.904088;SABRE_GDS
101032306;386531;Days Hotel By Wyndham Chongqing Bishan Jindu;DI;With No.10 Of No.2 Tianyi Pede;;CKG;Chongqing;;401147;CN;86-23-41411888;;;2.959049;1.062293;SABRE_GDS
102925507;613168;Days Inn By Wyndham Shantou Jinping;DI;16 Haibin Road;;SWA;Shantou;;515041;CN;1-86-0754-88867888;;2.0;2.335144;11.669553;SABRE_GDS
102871565;613232;Days Hotel By Wyndham Shanghai Baoshan;DI;61 Lane 1600 Yixian Road;;SHA;Shanghai;;200439;CN;86-021-56767777;86-021-56570659;;3.132422;12.148355;SABRE_GDS
102858459;612342;Days Inn Xian Yanliang;DI;No 79 Renmin West Road;;XIY;Xian;;710089;CN;86-029-81663333;;;34.657773;109.208853;SABRE_GDS
101101750;602710;Element Guangzhou Baiyun;EL;No 12 Yuncheng Middle Second;;CAN;Guangzhou;;510410;CN;86-020-88606666;;;23.187802;113.273233;SABRE_GDS
102851679;610936;Element Qingdao;EL;19 Taitong Road;;TAO;Qingdao;;266109;CN;008653255959999;;;3.630744;12.039629;SABRE_GDS
102249327;390599;Fairmont Sanya Haitang Bay;FA;No. 10 Haitang North Road.;;SYX;SANYA;;572013;CN;;;4.0;1.832212;10.973147;SABRE_GDS
102955971;611922;Fairmont Xiamen;FA;No 325 Donghuang Road;;XMN;XIAMEN;;361000;CN;8605920000;;;24.509398;118.185074;SABRE_GDS
100241134;411431;Mission Hills Dongguan Resort;FG;;;SZX;DONGGUAN;;523722;CN;0769-87288888;;5.0;2.278374;11.400315;SABRE_GDS
100081186;220273;Modena New District Wuxi;FI;25 Gao Lang East Road;;WUX;New District Wuxi;;214028;CN;86-510-68111888;86-510-68116688;4.0;31.528066;120.383668;SABRE_GDS
102289527;394980;Fairfield By Marriott Shanghai Hongqiao Necc;FN;Tower C 118 Lianyou Road;;SHA;Shanghai;;201107;CN;86 21 54589888;86 21 64785882;3.0;3.123269;12.126706;SABRE_GDS
102532853;605463;Fairfield By Marriott Shanghai Lingang Special Area;FN;No 169 Ruimu Road;;PVG;Shanghai;;201306;CN;86 21 20211888;86 21 20211818;;3.089917;12.192445;SABRE_GDS
101092674;602213;Fairfield By Marriott Yuyao;FN;226 Xinjian Road North;;NGB;Yuyao;;315499;CN;86-574-6288 6668;86-574-6288 1899;;30.072495;121.161607;SABRE_GDS
102868579;612645;Fairfield By Marriott Shijiazhuang Station;FN;No 158 8 Youyi Street;;SJW;Shijiazhuang;;50051;CN;86 311 86086888;86 311 86096888;4.0;38.019424;114.451924;SABRE_GDS
102175149;383479;Fairfield Inn By Marriott Baoding High-tech Zone;FN;No 9 Huaguang Road;;SJW;Baoding;;071000;CN;86-312-5955588;86-312-5950066;2.0;38.857974;115.490696;SABRE_GDS
102491307;604790;Fairfield By Marriott Pujiang;FN;No3 Baishi Road Pujiang;;YIW;Jinhua;;322200;CN;86-579-87389999;;;29.433787;119.927229;SABRE_GDS
100035844;155090;Four Points By Sheraton Suzhou;FP;No 8 Moon Bay Road.;;WUX;Suzhou;;215123;CN;86-512-67997999;86-512-67990799;4.0;3.129834;12.058319;SABRE_GDS
102764487;608778;Four Points By Sheraton Huzhou;FP;1319 Hongfeng Road;;HGH;Zhejiang;;313000;CN;86-572-2168888;86-0572-2166626;;30.860244;120.077915;SABRE_GDS
101057384;285486;Four Points By Sheraton Nanchang, Xihu;FP;6 Yanwu Road;;KHN;Nanchang;;330025;CN;86-791-82129888;86-791-82129009;4.0;2.863226;11.588375;SABRE_GDS
102951607;58669;Four Points By Sheraton Kunming Downtown;FP;No 1 Dongfeng West Road;;KMG;Kunming;;650021;CN;86-871-6851 3398;;;2.503616;10.270975;SABRE_GDS
100115694;24736;Four Seasons Hotel Beijing;FS;48 Liang Ma Qiao Road;;PEK;Beijing;;100125;CN;86 10 5695 8888;86 10 5695 8859;5.0;3.995065;11.646733;SABRE_GDS
102764375;607985;Four Seasons Hangzhou Centre;FS;;;HGH;Hangzhou;;310005;CN;86-571-86818888;;5.0;3.027234;1.201657;SABRE_GDS
100330514;343426;Green World Songshan;GD;No. 149 Yucheng Street.;;TPE;Taipei;;115;CN;886-2-2783-7088;;4.0;35.000074;104.999927;SABRE_GDS
100192052;311173;Hilton Garden Inn Ningbo;GI;No.1099 Yinzhou Avenue;;NGB;Ningbo;;315100;CN;86-574-2893 6666;86-574-2893 6688;;2.979877;12.154569;SABRE_GDS
102865875;612832;Hilton Garden Inn Beijing Yizhuang;GI;No 6 South Jingyuan Street Bei;;PKX;Beijing;;100176;CN;86-10-56160366;86-10;;39.773625;11.652295;SABRE_GDS
100196346;313424;Hilton Garden Inn Shangri-la;GI;No 144 Changzheng Avenue Diqin;;LJG;Shangri-La;;674400;CN;86-887-8222233;86-887-8898555;3.0;2.783521;99.704655;SABRE_GDS
102291439;394369;Hilton Garden Inn Huayuan;GI;2 Yingshui West Road Xiqing Di;;TSN;TianJin;;300100;CN;86-022-23715999;00-000-00000000;3.0;3.909486;11.715787;SABRE_GDS
102532699;605130;Hilton Garden Inn Jiangmen Xinhui;GI;No 6 Hebin East Road Shuangshu;;CAN;Jiangmen;;;CN;86-750-3711111;;3.0;2.245877;11.303231;SABRE_GDS
101136868;610835;Hilton Garden Inn Ji'nan High-tech Zone;GI;No 358 Huizhan East Road Lixia;;TNA;Ji'nan;;250000;CN;86-0531-69988999;0;;36.692643;117.133035;SABRE_GDS
100167176;288575;Hilton Garden Inn Wuhan Hankou;GI;No 1 Jiang Fa Road.;;WUH;WUHAN;;430023;CN;86-27-83355888;86-27-83358566;4.0;3.060147;11.427096;SABRE_GDS
102786313;610208;Hilton Gi Xi An Bell T;GI;15 Fengxiang Road Beilin Distr;;XIY;XiAn;;710000;CN;86-29-81308888;00-00-00000000;;3.432001;10.894162;SABRE_GDS
100001711;5646;Hilton Gi Can Tianhe;GI;63 North Of Guangzhou Road;;TNN;Guangzhou;;510500;CN;86-203-8136333;86-208-7747595;;23.157522;113.309202;SABRE_GDS
100039108;165083;Royal Tulip Carat Guangzhou;GT;388 Guang Yuan Zhong Lu.;;CAN;Guangzhou;;510405;CN;;;4.0;2.315927;11.328025;SABRE_GDS
100392518;52527;Holiday Inn Shanghai Vista;HI;700 Changshou Road.;;PVG;Shanghai;;200060;CN;86-21-627-68888;86-21-626-61888;4.0;3.123799;12.143358;SABRE_GDS
102856167;612057;Holiday Inn Exp East Lake;HI;No 226 Lumo Road Hongshan Dist;;WUH;Wuhan;;430000;CN;86-27-59882999;;3.0;3.051413;1.144005;SABRE_GDS
100193732;312060;Holiday Inn Express Langfang Park View;HI;No 195 Jinguang West Road.;;PEK;Langfang;;065000;CN;86-31-67666999;86-31-67107158;3.0;3.951582;11.666384;SABRE_GDS
102465557;603398;Holiday Inn Express Hangzhou Airport;HI;;;HGH;Hangzhou;;311241;CN;86-0571-28006333;;;3.021217;12.039674;SABRE_GDS
102252251;390476;Holiday Inn Chengde Park View;HI;No 397 Yuanbaoshan Street Shua;;CDE;Chengde;;067001;CN;86-0314-4359999;86-0314-4215062;3.0;40.965877;117.936455;SABRE_GDS
100043326;171069;Holiday Inn Express Shenyang Golden Corridor;HI;No. 165-1 Qingnian St.;;SHE;SHENYANG;;110003;CN;86 24 23880421;;3.0;41.766573;123.435682;SABRE_GDS
102775621;610413;Holiday Inn Express Zhengzhou Nongye Road Zhengzhou City;HI;52 Nongye Road;;CGO;Zhengzhou City;;450003;CN;86-151-94206021;;2.0;3.478595;1.136434;SABRE_GDS
101042160;387744;Holiday Inn Express Changsha Financial Center;HI;;Building T6 Fuxing Financial;CSX;Changsha;;410005;CN;86-731-82979999;0000000;3.0;2.822778;11.293886;SABRE_GDS
102262611;392842;Holiday Inn Express Harbin Exhibition Center;HI;No 249 Nanhi Road;;HRB;Harbin;;150000;CN;86-451-56186000;;;45.756731;126.642417;SABRE_GDS
100064931;321113;Holiday Inn Express Zhengzhou Zhengdong;HI;No 3 Bldg Nw Cor Chuangye Roa.;;CGO;Zhengzhou;;450000;CN;86 0371 61619888;86 0371 61619777;3.0;34.768262;113.770298;SABRE_GDS
101044610;388945;Holiday Inn Express Horgos;HI;No 15 Nanjing Road;;YIN;Horgos;;835221;CN;86-999-8963333;0000000;3.0;3.586166;104.195397;SABRE_GDS
102872447;613065;Holiday Inn Express Shangrao Railway Station;HI;No 18 Fenghuang East Avenue;;SQD;Shangrao;;334001;CN;86-793-8533999;00-000-0000000;;2.845463;11.794357;SABRE_GDS
100411708;65927;Holiday Inn Shanghai Songjiang-jo;HI;No. 83 Middle Zhongshan Road.;;SHA;Shanghai;;201600;CN;86-021-37859999;86-021-37859666;4.0;31.225344;121.488892;SABRE_GDS
102098179;327988;Holiday Inn Express Changzhou Xinbei;HI;No 319 Tongjiangzhong Road Xin;;CZX;Changzhou;;213002;CN;86-0519-88559588;86-0519-88559688;;3.182714;11.997794;SABRE_GDS
100064962;203714;Holiday Inn Express Yangzhou City Center;HI;No. 75 Wenhe North Road;;YTY;Yangzhou;;225001;CN;86-514-87979788;86-514-87979799;3.0;3.239995;119.434061;SABRE_GDS
100248496;41528;Holiday Inn Zhengzhou;HI;115 Jinshui Road.;;CGO;Zhengzhou;;450003;CN;86-371-65950055;86-371-65990770;;3.476215;11.369528;SABRE_GDS
101083296;601273;Holiday Inn Deqing Xinshi Anci;HI;No 9 Xiaonanshan Road;;HGH;Deqing;;313201;CN;86 572 8818999;86 572 8818998;;30.614537;120.280912;SABRE_GDS
100021474;139363;Holiday Inn Shanghai Pudong Kangqiao;HI;No.1088 Xiuyan Road.;;PVG;Shanghai;;201315;CN;86-021-38291888;86-021-38291899;4.0;3.113488;121.580836;SABRE_GDS
100285981;383206;Holiday Inn Express Dongguan Marina Bay;HI;61 Shatian Avenue Shatian Town;;SZX;Dongguan;;;CN;86-769-88662988;00-000-00000000;3.0;229.106;11.361253;SABRE_GDS
101093210;602245;Holiday Inn Express Shenzhen Guangming Cloud Park;HI;Block B1 5 To 16 Floor;No.98 Zhenyuan Road;SZX;Shenzhen;;518000;CN;86 755 8865 5588;86 755 8865 6568;;2.278731;11.395812;SABRE_GDS
102262313;392473;Holiday Inn Express Nanjing Happy Valley;HI;;;NKG;Nanjing;;210008;CN;86 025 86801088 8811;86 025 86801088 8822;;3.214792;11.901025;SABRE_GDS
102868935;612778;Holiday Inn Express Harbin Central Avenue;HI;No.6 West 4th Street Central;;HRB;Harbin;;150016;CN;86-451-57653888;;3.0;4.575093;12.660237;SABRE_GDS
100603549;325948;Holiday Inn Xining Hot-spring;HI;No 31 Linhe Road City Central;;XNN;Xining;;810000;CN;86-971-5317777;86 971 5312266;4.0;3.653245;10.165937;SABRE_GDS
100492610;316537;Holiday Inn Express Weihai Economic Zone;HI;No 78 Qilu Road;;WEH;Weihai;;264200;CN;86-631-5902666;86 631 5900366;3.0;3.741836;12.216748;SABRE_GDS
101044826;389222;Holiday Inn Express Shanghai Pudong Zhangjiang;HI;No 777 Haike Road;;PVG;Shanghai;;201203;CN;86-21-58567760;86-21-60337888;3.0;31.225344;121.488892;SABRE_GDS
102476841;604083;Holiday Inn Express Beijing Downtown;HI;No 18 Lishi Hutong Dongcheng D;;PEK;Beijing;;100010;CN;86-010-65596969;;2.0;3.992191;11.642479;SABRE_GDS
102643869;607264;Holiday Inn Express Shanghai Xintai Cente;HI;No. 26 Building1098 Melling;;SHA;Shanghai;;200333;CN;86-21- 62666698;;;312.494;121.397;SABRE_GDS
102855693;611712;Holiday Inn Express Lvliang Xing County;HI;;;LLV;Lvliang;;031199;CN;86-358-6337777;;;38.462723;111.137374;SABRE_GDS
100193502;311932;Holiday Inn Exp Panjin Downtown;HI;No 41 Heming Road Xinglongtai .;;JNZ;Panjin;;124010;CN;86-427-2876666;286-427-876676;3.0;4.112239;12.207121;SABRE_GDS
102183521;390117;Holiday Inn Express Guangzhou Panyu;HI;No 357 Yushan West Road Panyu;;CAN;Guangzhou;;511400;CN;86-020-23889988;;3.0;22.935944;11.333439;SABRE_GDS
100117451;321078;Holiday Inn Nanjing Harbour;HI;No 88 Xingang Avenue;;NKG;Nanjing;;210038;CN;86 25 69578888;86 25 69561888;4.0;3.216337;11.886768;SABRE_GDS
102871091;611531;Holiday Inn Express Guangzhou University Town;HI;;;CAN;Guangzhou;;511442;CN;86-20-39903888;00-00-0000000;;23.004465;113.398193;SABRE_GDS
100106950;240566;Holiday Inn Hangzhou Chaoshan;HI;;;HGH;Hangzhou;;311106;CN;;;4.0;30.248963;120.205234;SABRE_GDS
102320281;396769;Holiday Inn Express Hengshui Railway Station;HI;;;SJW;Hengshui;;053000;CN;86-0318-5551666;86-0318-5232006;3.0;3.771301;11.568158;SABRE_GDS
100193498;311930;Holiday Inn Exp Emei Mountain;HI;3rd Section Jingqu Road Ehong .;;CTU;Emeishan;;614200;CN;86-833-5058555;86-833-092666;3.0;2.958044;10.343785;SABRE_GDS
100028162;148188;Holiday Inn Express Tianjin Heping-jo;HI;No. 26 Xizang Heping District;;TSN;Tianjin;;300020;CN;86-022-58632999;86-022-58632998;3.0;3.912098;117.187567;SABRE_GDS
100190726;310444;Holiday Inn Exp Leshan City Square;HI;No 399 West Baiyang Road Shizh;;CTU;Leshan;;614000;CN;86-833-2401888;86-833-2491666;3.0;29.594591;103.734387;SABRE_GDS
102855985;611903;Holiday Inn Exp Toumen Port;HI;;;HYN;Taizhou;;317016;CN;86-576-85510888;;;2.868744;12.175723;SABRE_GDS
100237360;40940;Holiday Inn Hefei;HI;1104 Chang Jiang Dong Road.;;HFE;Hefei;;230011;CN;86-551-622-06666;86-551-622-01166;4.0;3.186431;11.730136;SABRE_GDS
102493443;604738;Holiday Inn Exp Yuhua;HI;No 1010 Building 1;;CSX;Changsha;;410000;CN;86-0731-82478888;;4.0;28.112359;112.988966;SABRE_GDS
100409032;63713;Holiday Inn Sanya Bay Resort;HI;;;SYX;Sanya Bay;;572000;CN;86-898-88339988;86-898-88339966;4.0;1.829017;109.408373;SABRE_GDS
100701050;385987;Holiday Inn Express Chengdu East;HI;No 329 Yeshu Street Jinjiang D;;CTU;Chengdu;;610011;CN;86-028-85923678;;;3.058288;10.415117;SABRE_GDS
100402964;59484;Holiday Inn Express Causeway Bay Hong Kong;HI;33 Sharp Street East;;HKG;Hong Kong;;0000;CN;852-35586688;852-35586600;3.0;22.277726;114.181881;SABRE_GDS
100193462;311913;Holiday Inn Express Shenyang Tawan;HI;No. 85 12 Kunshan West Road.;;SHE;Shenyang;;110036;CN;86-24-66552153;86-24-86865585;3.0;4.182112;12.337287;SABRE_GDS
102858581;612414;Holiday Inn Express Zhanjiang Coast;HI;No. 6 Haibo Road;;ZHA;Zhanjiang;;524002;CN;86 0759 2233888;;;2.127134;11.035894;SABRE_GDS
102698395;607901;Holiday Inn Express Qingdao Shibei;HI;No.30 Hangzhou Road;;TAO;Qingdao;;266000;CN;86 532 89077666;;3.0;3.611372;12.035222;SABRE_GDS
102263941;393234;Holiday Inn Express Chongqing Airport Zone;HI;No.199 Lianggang Avenue Yubei;;CKG;Chongqing;;401120;CN;86-23-65959666;86-23-65959888;;2.967642;10.663093;SABRE_GDS
100194922;312700;Holiday Inn Express Tangshan Downtown;HI;No. 2 Building Fengcheng Guoma;;TSN;Tangshan;;063000;CN;86-315-5396999;86-315-5756888;3.0;3.963045;11.818022;SABRE_GDS
100200328;315547;Holiday Inn Express Daocheng Yading;HI;;;CTU;Daocheng County;;627750;CN;86 0836 8680567;86 0836 8680568;3.0;2.855479;10.034252;SABRE_GDS
102283341;394348;Holiday Inn And Suites Qingdao Jinshui;HI;No.175-3 Jufeng Road.;;TAO;Qingdao;;266199;CN;86 532 82689999;86 532 82686999;4.0;36.171677;12.044426;SABRE_GDS
102183525;389289;Holiday Inn Express Chengdu Wuhou New City;HI;No 188 Wuke West 2nd Road Wuho;;CTU;Chengdu;;610041;CN;86-029-68995999;86-029-81135105;3.0;3.062523;10.397487;SABRE_GDS
102698421;607899;Holiday Inn Express Haimen City Center;HI;No.1000 Nanhai Road;;NTG;Haimen;;226113;CN;86 513 81229888;;3.0;31.870655;121.181868;SABRE_GDS
102475505;604027;Holiday Inn Express Nanjing Jiangbei Wonhall Mall;HI;No.8 Pukou Avenue;;NKG;Nanjing;;211899;CN;86 25 5810 3399;86 25 5810 3399;3.0;32.059;11.862841;SABRE_GDS
102262539;393037;Holiday Inn Express Shanghai Qingpu New City;HI;No 1 Lane 8999 Yinggang East R;;SHA;Shanghai;;201799;CN;86 21 39718999;86 21 39718998;;3.116096;12.110554;SABRE_GDS
102251111;390243;Holiday Inn Express Nanning Jiangnan;HI;58 Tinghong Rd.;;NNG;Nanning;;530031;CN;86-771-5059888;86-771-8055961;3.0;2.278979;10.830838;SABRE_GDS
102309619;395233;Holiday Inn Express Linzhi Airport;HI;;;LZY;Linzhi;;860500;CN;86-0894-5898888;86-0894-5898888;;2.946411;9.444507;SABRE_GDS
102096275;328360;Holiday Inn Changsha Dawangshan;HI;No 31 Tongxi Road Pingtang Str;;CSX;Changsha;;410000;CN;86 731 81878888;86 731 81878989;4.0;2.806557;11.291068;SABRE_GDS
102184145;390121;Holiday Inn Express Shanghai Baoyang;HI;No 669 1 Tongji Road Baoshan D;;SHA;Shanghai;;200940;CN;86-021-66891666;66891777;3.0;3.137517;12.149169;SABRE_GDS
102870437;613093;Howard Johnson Tianxi Plaza Chongqing;HJ;No 788 Zhongxing Road;;CKG;Chongqing;;402560;CN;86-23-85159888;;;2.983621;10.607979;SABRE_GDS
100041014;167243;Howard Johnson Parkview Erdos;HJ;;;DSN;Erdos;;17000;CN;86-477-8138888;86-477-8133013;4.0;39.719732;109.919071;SABRE_GDS
100192258;311277;Hojo Qunsheng Plaza Guizhou;HJ;;;KWE;Guiyang;;000000;CN;085-1889-19999;085-1889-17600;;26.402214;10.662806;SABRE_GDS
100029083;318799;Hojo Hot Spring Resort Anshun;HJ;38 Yingbin Road;;AVA;Anshun;;561000;CN;86 851 3376 8888;86 851 3376 6666;;26.249696;105.927781;SABRE_GDS
102254427;390076;Hojo The Bund Hotel Gasa;HJ;;;KMG;Yuxi;;653405;CN;86-87-7028666;86-87-7028555;;2.434726;10.252744;SABRE_GDS
100081902;220811;Howard Johnson Kangda Qingdao;HJ;159 Changjiang West Road;;TAO;Qingdao;;266555;CN;865-325-5710888;865-325-5710606;4.0;35.949714;120.179291;SABRE_GDS
102871557;613235;Howard Johnson Maitreya Plaza Xikou;HJ;200 Jindi South Road;;NGB;Ningbo;;315502;CN;86-574-88857999;86-574-88857988;;2.968975;12.128243;SABRE_GDS
100423772;76494;Howard Johnson Lingang Shangha;HJ;555 Xinyuan South Road;Shanghai Cn 201306;PVG;Shanghai;;201306;CN;86-213-8288888;86-213-8286666;3.0;3.087179;12.181982;SABRE_GDS
100038924;164884;Howard Johnson Buinsess Club;HJ;666 Zhongxing North Road;;HGH;Shaoxing;;312000;CN;865-758-5882888;865-758-8266888;3.0;30.023962;120.592527;SABRE_GDS
101083412;605712;Doubletree By Hilton Zhuhai Hengqin;HL;No 258 Haojiang Road Hengqin G;;ZUH;Zhuhai;;519031;CN;86-0756-6889999;86-0756-6827929;4.0;22.090135;113.542451;SABRE_GDS
100136367;320430;Hilton Dalian Golden Pebble Beach;HL;No 57 Hai Bin West Road Econom.;;DLC;Dalian;;116600;CN;86-411-87909009;86-411-23216835;4.0;39.074451;121.993367;SABRE_GDS
100037358;162432;Doubletree By Hilton Putian;HL;2276 Licheng Middle Ave.;;FOC;Putian;;;CN;86-594-2358888;86-594-2359999;4.0;2.545187;11.900928;SABRE_GDS
100435712;88380;Hilton Guangzhou Science City;HL;28 Ningcai Rd. Central Distric.;;CAN;Guangzhou;;510663;CN;;;4.0;23.172222;11.345097;SABRE_GDS
100027248;146975;Hilton Qingdao Golden Beach;HL;No. 1 Jia Liang Jiang East Rd.;;TAO;Qingdao City;;266520;CN;86-532-8315 0000;86-532-8315 6000;5.0;35.957;120.232448;SABRE_GDS
100106410;24014;Doubletree By Hilton Shenyang;HL;89 Fengyutan St.;;SHE;SHENYANG;;110011;CN;86-24-8411 8888;86-24-8411 8889;5.0;4.178734;12.344824;SABRE_GDS
102856133;611897;Doubletree By Hilton Guang'an;HL;Building 30 No 888 Shenguang A;;CKG;Guangan;;638019;CN;86-826-6966666;86-826-8338026;4.0;30.464465;10.668202;SABRE_GDS
100784715;324256;Hilton Lijiang;HL;No.2 Xiahe Road Huangshan Town;;LJG;Lijiang;;674100;CN;86-888-8891771;86-888-0000000;;26.853966;10.021574;SABRE_GDS
102862819;611389;Hilton Shanghai Zhangjiang Science City;HL;No 1398 Haike Road Kangqiao To;;PVG;Shanghai;;2000126;CN;86-21-38178888;86-21-38178999;5.0;31.192155;121.623052;SABRE_GDS
100632761;324481;Doubletree By Hilton Shanwei;HL;;;SZX;Shanwei;;441500;CN;86-183-81084096;86-183-81081142;4.0;22.796;115.291638;SABRE_GDS
101031636;386255;Hilton Beijing Tongzhou;HL;No 2 Building 289 Xinhua Dongj;;PEK;Beijing;;101100;CN;86-10-80888231;00-00-00000000;;399.072;116.652361;SABRE_GDS
100099237;332752;Blue Sky Hotel Yantai;HQ;No26 Middle Binhai Road;;YNT;Yantai;;264001;CN;;;;37.518912;121.451078;SABRE_GDS
100106565;353353;Yezhilian Hotel;HQ;No121 Qiongwen Avenue;;HAK;Haikou;;571126;CN;;;;19.970666;110.405993;SABRE_GDS
100110470;243411;Hanting Hotel North Shanda Road;HQ;77north Shanda Road;;TNA;Jinan;;250100;CN;;;2.0;36.68;117.061;SABRE_GDS
100120042;250422;Jiaxin Guohua Hotel - Korla;HQ;Wenhua Road 20.;;KRL;Korla;;841000;CN;;;;41.765306;8.613212;SABRE_GDS
